tournament_year,team,elo,rating_date,source_url
1954,England,2019,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,France,1774,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Hungary,2146,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Italy,1893,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Mexico,1701,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Scotland,1896,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,South Korea,1654,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Switzerland,1673,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Turkey,1618,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Uruguay,1877,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,West Germany,1949,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1954,Yugoslavia,1934,1954-06-15,https://www.eloratings.net/1954_World_Cup.tsv
1958,Argentina,2043,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Austria,1906,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Brazil,1976,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Czechoslovakia,1894,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,England,2013,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,France,1839,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Hungary,2081,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Mexico,1777,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Northern Ireland,1735,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Paraguay,1751,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Scotland,1827,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Soviet Union,1888,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Sweden,1803,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Wales,1713,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,West Germany,1926,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1958,Yugoslavia,1917,1958-06-07,https://www.eloratings.net/1958_World_Cup.tsv
1962,Argentina,1980,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Brazil,2103,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Bulgaria,1776,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Chile,1740,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Colombia,1440,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Czechoslovakia,1977,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,England,1939,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Hungary,1939,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Italy,1870,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Mexico,1809,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Soviet Union,2028,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Spain,1963,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Switzerland,1708,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Uruguay,1906,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,West Germany,1900,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1962,Yugoslavia,1983,1962-05-29,https://www.eloratings.net/1962_World_Cup.tsv
1966,Argentina,1974,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Brazil,2010,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Bulgaria,1803,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Chile,1751,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,England,1993,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,France,1759,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Hungary,1955,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Italy,1973,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Mexico,1868,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,North Korea,1778,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Portugal,1832,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Soviet Union,2002,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Spain,1895,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Switzerland,1657,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,Uruguay,1848,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1966,West Germany,1958,1966-07-10,https://www.eloratings.net/1966_World_Cup.tsv
1970,Belgium,1779,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Brazil,2011,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Bulgaria,1824,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Czechoslovakia,1963,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,El Salvador,1534,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,England,2073,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Israel,1680,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Italy,2007,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Mexico,1705,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Morocco,1671,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Peru,1693,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Romania,1782,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Soviet Union,1936,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Sweden,1846,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,Uruguay,1869,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1970,West Germany,1997,1970-05-30,https://www.eloratings.net/1970_World_Cup.tsv
1974,Argentina,1895,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Australia,1686,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Brazil,2117,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Bulgaria,1822,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Chile,1777,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,East Germany,1940,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Haiti,1611,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Italy,2002,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Netherlands,1843,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Poland,1957,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Scotland,1828,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Sweden,1888,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Uruguay,1760,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,West Germany,2112,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Yugoslavia,1936,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1974,Zaire,1780,1974-06-12,https://www.eloratings.net/1974_World_Cup.tsv
1978,Argentina,1927,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Austria,1859,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Brazil,2081,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,France,1890,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Hungary,1907,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Iran,1803,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Italy,1938,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Mexico,1796,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Netherlands,2092,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Peru,1755,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Poland,1928,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Scotland,1944,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Spain,1961,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Sweden,1793,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,Tunisia,1661,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1978,West Germany,2098,1978-05-31,https://www.eloratings.net/1978_World_Cup.tsv
1982,Algeria,1640,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Argentina,2005,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Austria,1919,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Belgium,1916,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Brazil,2093,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Cameroon,1627,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Chile,1772,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Czechoslovakia,1895,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,El Salvador,1607,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,England,1964,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,France,1880,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Honduras,1599,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Hungary,1797,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Italy,1892,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Kuwait,1631,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,New Zealand,1596,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Northern Ireland,1741,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Peru,1776,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Poland,1958,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Scotland,1840,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Soviet Union,2011,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Spain,1891,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,West Germany,2110,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1982,Yugoslavia,1917,1982-06-12,https://www.eloratings.net/1982_World_Cup.tsv
1986,Algeria,1618,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Argentina,1874,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Belgium,1823,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Brazil,1916,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Bulgaria,1844,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Canada,1647,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Denmark,1893,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,England,1989,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,France,1995,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Hungary,1891,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Iraq,1592,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Italy,1883,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Mexico,1840,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Morocco,1642,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Northern Ireland,1852,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Paraguay,1812,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Poland,1805,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Portugal,1806,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Scotland,1873,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,South Korea,1614,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Soviet Union,1940,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Spain,1902,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,Uruguay,1832,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
1986,West Germany,1940,1986-05-30,https://www.eloratings.net/1986_World_Cup.tsv
