year,team,group,n_opps,opp_elo_mean,own_elo
1958,Yugoslavia,Group 2,3,1805.6666666666667,1917
1958,Scotland,Group 2,3,1835.6666666666667,1827
1958,Sweden,Group 3,3,1857.0,1803
1958,Mexico,Group 3,3,1865.6666666666667,1777
1958,Hungary,Group 3,3,1764.3333333333333,2081
1958,Wales,Group 3,3,1887.0,1713
1958,Brazil,Group 4,3,1935.6666666666667,1976
1958,Austria,Group 4,3,1959.0,1906
1958,Soviet Union,Group 4,3,1965.0,1888
1958,England,Group 4,3,1923.3333333333333,2013
1962,Uruguay,Group 1,3,1817.0,1906
1962,Colombia,Group 1,3,1972.3333333333333,1440
1962,Soviet Union,Group 1,3,1776.3333333333333,2028
1962,Yugoslavia,Group 1,3,1791.3333333333333,1983
1962,Chile,Group 2,3,1826.0,1740
1962,Switzerland,Group 2,3,1836.6666666666667,1708
1962,West Germany,Group 2,3,1772.6666666666667,1900
1962,Italy,Group 2,3,1782.6666666666667,1870
1962,Brazil,Group 3,3,1916.3333333333333,2103
1962,Mexico,Group 3,3,2014.3333333333333,1809
1962,Czechoslovakia,Group 3,3,1958.3333333333333,1977
1962,Spain,Group 3,3,1963.0,1963
1962,Argentina,Group 4,3,1884.6666666666667,1980
1962,Bulgaria,Group 4,3,1952.6666666666667,1776
1962,Hungary,Group 4,3,1898.3333333333333,1939
1962,England,Group 4,3,1898.3333333333333,1939
1966,England,Group 1,3,1825.0,1993
1966,Uruguay,Group 1,3,1873.3333333333333,1848
1966,France,Group 1,3,1903.0,1759
1966,Mexico,Group 1,3,1866.6666666666667,1868
1966,West Germany,Group 2,3,1842.0,1958
1966,Switzerland,Group 2,3,1942.3333333333333,1657
1966,Argentina,Group 2,3,1836.6666666666667,1974
1966,Spain,Group 2,3,1863.0,1895
1966,Brazil,Group 3,3,1863.3333333333333,2010
1966,Bulgaria,Group 3,3,1932.3333333333333,1803
1966,Portugal,Group 3,3,1922.6666666666667,1832
1966,Hungary,Group 3,3,1881.6666666666667,1955
1966,Soviet Union,Group 4,3,1834.0,2002
1966,North Korea,Group 4,3,1908.6666666666667,1778
1966,Italy,Group 4,3,1843.6666666666667,1973
1966,Chile,Group 4,3,1917.6666666666667,1751
1970,Mexico,Group 1,3,1749.6666666666667,1705
1970,Soviet Union,Group 1,3,1672.6666666666667,1936
1970,Belgium,Group 1,3,1725.0,1779
1970,El Salvador,Group 1,3,1806.6666666666667,1534
1970,Uruguay,Group 2,3,1844.3333333333333,1869
1970,Israel,Group 2,3,1907.3333333333333,1680
1970,Italy,Group 2,3,1798.3333333333333,2007
1970,Sweden,Group 2,3,1852.0,1846
1970,England,Group 3,3,1918.6666666666667,2073
1970,Romania,Group 3,3,2015.6666666666667,1782
1970,Brazil,Group 3,3,1939.3333333333333,2011
1970,Czechoslovakia,Group 3,3,1955.3333333333333,1963
1970,Peru,Group 4,3,1830.6666666666667,1693
1970,Bulgaria,Group 4,3,1787.0,1824
1970,West Germany,Group 4,3,1729.3333333333333,1997
1970,Morocco,Group 4,3,1838.0,1671
1974,West Germany,Group 1,3,1801.0,2112
1974,Chile,Group 1,3,1912.6666666666667,1777
1974,East Germany,Group 1,3,1858.3333333333333,1940
1974,Australia,Group 1,3,1943.0,1686
1974,Brazil,Group 2,3,1848.0,2117
1974,Yugoslavia,Group 2,3,1908.3333333333333,1936
1974,Zaire,Group 2,3,1960.3333333333333,1780
1974,Scotland,Group 2,3,1944.3333333333333,1828
1974,Sweden,Group 3,3,1808.3333333333333,1888
1974,Bulgaria,Group 3,3,1830.3333333333333,1822
1974,Uruguay,Group 3,3,1851.0,1760
1974,Netherlands,Group 3,3,1823.3333333333333,1843
1974,Italy,Group 4,3,1821.0,2002
1974,Haiti,Group 4,3,1951.3333333333333,1611
1974,Poland,Group 4,3,1836.0,1957
1974,Argentina,Group 4,3,1856.6666666666667,1895
1978,Italy,Group 1,3,1908.0,1938
1978,France,Group 1,3,1924.0,1890
1978,Argentina,Group 1,3,1911.6666666666667,1927
1978,Hungary,Group 1,3,1918.3333333333333,1907
1978,West Germany,Group 2,3,1795.0,2098
1978,Poland,Group 2,3,1851.6666666666667,1928
1978,Tunisia,Group 2,3,1940.6666666666667,1661
1978,Mexico,Group 2,3,1895.6666666666667,1796
1978,Austria,Group 3,3,1945.0,1859
1978,Spain,Group 3,3,1911.0,1961
1978,Brazil,Group 3,3,1871.0,2081
1978,Sweden,Group 3,3,1967.0,1793
1978,Netherlands,Group 4,3,1834.0,2092
1978,Iran,Group 4,3,1930.3333333333333,1803
1978,Peru,Group 4,3,1946.3333333333333,1755
1978,Scotland,Group 4,3,1883.3333333333333,1944
1982,Italy,Group 1,3,1787.0,1892
1982,Poland,Group 1,3,1765.0,1958
1982,Peru,Group 1,3,1825.6666666666667,1776
1982,Cameroon,Group 1,3,1875.3333333333333,1627
1982,West Germany,Group 2,3,1777.0,2110
1982,Algeria,Group 2,3,1933.6666666666667,1640
1982,Chile,Group 2,3,1889.6666666666667,1772
1982,Austria,Group 2,3,1840.6666666666667,1919
1982,Argentina,Group 3,3,1773.3333333333333,2005
1982,Belgium,Group 3,3,1803.0,1916
1982,Hungary,Group 3,3,1842.6666666666667,1797
1982,El Salvador,Group 3,3,1906.0,1607
1982,England,Group 4,3,1802.0,1964
1982,France,Group 4,3,1830.0,1880
1982,Czechoslovakia,Group 4,3,1825.0,1895
1982,Kuwait,Group 4,3,1913.0,1631
1982,Spain,Group 5,3,1752.3333333333333,1891
1982,Honduras,Group 5,3,1849.6666666666667,1599
1982,Yugoslavia,Group 5,3,1743.6666666666667,1917
1982,Northern Ireland,Group 5,3,1802.3333333333333,1741
1982,Brazil,Group 6,3,1815.6666666666667,2093
1982,Soviet Union,Group 6,3,1843.0,2011
1982,Scotland,Group 6,3,1900.0,1840
1982,New Zealand,Group 6,3,1981.3333333333333,1596
1986,Bulgaria,Group A,3,1790.3333333333333,1844
1986,Italy,Group A,3,1777.3333333333333,1883
1986,Argentina,Group A,3,1780.3333333333333,1874
1986,South Korea,Group A,3,1867.0,1614
1986,Belgium,Group B,3,1748.0,1823
1986,Mexico,Group B,3,1742.3333333333333,1840
1986,Paraguay,Group B,3,1751.6666666666667,1812
1986,Iraq,Group B,3,1825.0,1592
1986,Canada,Group C,3,1942.0,1647
1986,France,Group C,3,1826.0,1995
1986,Soviet Union,Group C,3,1844.3333333333333,1940
1986,Hungary,Group C,3,1860.6666666666667,1891
1986,Spain,Group D,3,1795.3333333333333,1902
1986,Brazil,Group D,3,1790.6666666666667,1916
1986,Algeria,Group D,3,1890.0,1618
1986,Northern Ireland,Group D,3,1812.0,1852
1986,Uruguay,Group E,3,1902.0,1832
1986,West Germany,Group E,3,1866.0,1940
1986,Scotland,Group E,3,1888.3333333333333,1873
1986,Denmark,Group E,3,1881.6666666666667,1893
1986,Morocco,Group F,3,1866.6666666666667,1642
1986,Poland,Group F,3,1812.3333333333333,1805
1986,Portugal,Group F,3,1812.0,1806
1986,England,Group F,3,1751.0,1989
1990,Italy,Group A,3,1735.3333333333333,1965
1990,Austria,Group A,3,1802.0,1765
1990,United States,Group A,3,1861.6666666666667,1586
1990,Czechoslovakia,Group A,3,1772.0,1855
1990,Argentina,Group B,3,1822.3333333333333,1794
1990,Cameroon,Group B,3,1876.6666666666667,1631
1990,Soviet Union,Group B,3,1773.0,1942
1990,Romania,Group B,3,1789.0,1894
1990,Brazil,Group C,3,1767.0,1993
1990,Sweden,Group C,3,1780.6666666666667,1952
1990,Costa Rica,Group C,3,1894.3333333333333,1611
1990,Scotland,Group C,3,1852.0,1738
1990,United Arab Emirates,Group D,3,1896.0,1455
1990,Colombia,Group D,3,1780.6666666666667,1801
1990,West Germany,Group D,3,1716.3333333333333,1994
1990,Yugoslavia,Group D,3,1750.0,1893
1990,Belgium,Group E,3,1855.3333333333333,1844
1990,South Korea,Group E,3,1888.0,1746
1990,Uruguay,Group E,3,1839.0,1893
1990,Spain,Group E,3,1827.6666666666667,1927
1990,England,Group F,3,1850.3333333333333,1944
1990,Republic of Ireland,Group F,3,1868.0,1891
1990,Netherlands,Group F,3,1820.6666666666667,2033
1990,Egypt,Group F,3,1956.0,1627
1994,United States,Group A,3,1884.0,1614
1994,Switzerland,Group A,3,1797.6666666666667,1873
1994,Colombia,Group A,3,1774.3333333333333,1943
1994,Romania,Group A,3,1810.0,1836
1994,Cameroon,Group B,3,1911.6666666666667,1684
1994,Sweden,Group B,3,1837.6666666666667,1906
1994,Brazil,Group B,3,1818.6666666666667,1963
1994,Russia,Group B,3,1851.0,1866
1994,Germany,Group C,3,1754.0,2009
1994,Bolivia,Group C,3,1856.0,1703
1994,Spain,Group C,3,1792.6666666666667,1893
1994,South Korea,Group C,3,1868.3333333333333,1666
1994,Argentina,Group D,3,1731.6666666666667,1915
1994,Greece,Group D,3,1807.3333333333333,1688
1994,Nigeria,Group D,3,1791.6666666666667,1735
1994,Bulgaria,Group D,3,1779.3333333333333,1772
1994,Italy,Group E,3,1856.6666666666667,1986
1994,Republic of Ireland,Group E,3,1897.3333333333333,1864
1994,Norway,Group E,3,1901.6666666666667,1851
1994,Mexico,Group E,3,1900.3333333333333,1855
1994,Belgium,Group F,3,1764.0,1823
1994,Morocco,Group F,3,1816.6666666666667,1665
1994,Netherlands,Group F,3,1708.3333333333333,1990
1994,Saudi Arabia,Group F,3,1826.0,1637
1998,Brazil,Group A,3,1801.6666666666667,2091
1998,Scotland,Group A,3,1906.3333333333333,1777
1998,Morocco,Group A,3,1923.3333333333333,1726
1998,Norway,Group A,3,1864.6666666666667,1902
1998,Italy,Group B,3,1697.6666666666667,1971
1998,Chile,Group B,3,1758.6666666666667,1788
1998,Cameroon,Group B,3,1824.3333333333333,1591
1998,Austria,Group B,3,1783.3333333333333,1714
1998,Saudi Arabia,Group C,3,1840.0,1646
1998,Denmark,Group C,3,1761.3333333333333,1882
1998,France,Group C,3,1721.3333333333333,2002
1998,South Africa,Group C,3,1843.3333333333333,1636
1998,Paraguay,Group D,3,1849.0,1742
1998,Bulgaria,Group D,3,1828.0,1805
1998,Spain,Group D,3,1750.0,2039
1998,Nigeria,Group D,3,1862.0,1703
1998,South Korea,Group E,3,1876.0,1750
1998,Mexico,Group E,3,1843.6666666666667,1847
1998,Netherlands,Group E,3,1806.3333333333333,1959
1998,Belgium,Group E,3,1852.0,1822
1998,Yugoslavia,Group F,3,1818.0,1969
1998,Iran,Group F,3,1928.6666666666667,1637
1998,Germany,Group F,3,1788.3333333333333,2058
1998,United States,Group F,3,1888.0,1759
1998,England,Group G,3,1763.0,1974
1998,Tunisia,Group G,3,1877.0,1632
1998,Romania,Group G,3,1794.6666666666667,1879
1998,Colombia,Group G,3,1828.3333333333333,1778
1998,Argentina,Group H,3,1754.3333333333333,1893
1998,Japan,Group H,3,1804.0,1744
1998,Jamaica,Group H,3,1837.0,1645
1998,Croatia,Group H,3,1760.6666666666667,1874
2002,France,Group A,3,1789.6666666666667,2093
2002,Senegal,Group A,3,1921.3333333333333,1698
2002,Uruguay,Group A,3,1883.6666666666667,1811
2002,Denmark,Group A,3,1867.3333333333333,1860
2002,Paraguay,Group B,3,1782.6666666666667,1731
2002,South Africa,Group B,3,1813.0,1640
2002,Spain,Group B,3,1705.3333333333333,1963
2002,Slovenia,Group B,3,1778.0,1745
2002,Brazil,Group C,3,1737.0,1867
2002,Turkey,Group C,3,1773.6666666666667,1757
2002,China,Group C,3,1793.0,1699
2002,Costa Rica,Group C,3,1774.3333333333333,1755
2002,South Korea,Group D,3,1840.3333333333333,1735
2002,Poland,Group D,3,1840.3333333333333,1735
2002,United States,Group D,3,1815.6666666666667,1809
2002,Portugal,Group D,3,1759.6666666666667,1977
2002,Republic of Ireland,Group E,3,1790.0,1873
2002,Cameroon,Group E,3,1813.0,1804
2002,Germany,Group E,3,1791.3333333333333,1869
2002,Saudi Arabia,Group E,3,1848.6666666666667,1697
2002,Argentina,Group F,3,1851.3333333333333,2020
2002,Nigeria,Group F,3,1936.6666666666667,1764
2002,England,Group F,3,1883.3333333333333,1924
2002,Sweden,Group F,3,1902.6666666666667,1866
2002,Croatia,Group G,3,1856.0,1881
2002,Mexico,Group G,3,1872.3333333333333,1832
2002,Italy,Group G,3,1813.3333333333333,2009
2002,Ecuador,Group G,3,1907.3333333333333,1727
2002,Japan,Group H,3,1752.0,1848
2002,Belgium,Group H,3,1755.6666666666667,1837
2002,Russia,Group H,3,1767.6666666666667,1801
2002,Tunisia,Group H,3,1828.6666666666667,1618
2006,Germany,Group A,3,1748.6666666666667,1895
2006,Costa Rica,Group A,3,1805.6666666666667,1724
2006,Poland,Group A,3,1773.0,1822
2006,Ecuador,Group A,3,1813.6666666666667,1700
2006,England,Group B,3,1735.0,1972
2006,Paraguay,Group B,3,1799.3333333333333,1779
2006,Trinidad and Tobago,Group B,3,1870.0,1567
2006,Sweden,Group B,3,1772.6666666666667,1859
2006,Argentina,Group C,3,1853.3333333333333,1922
2006,Ivory Coast,Group C,3,1905.3333333333333,1766
2006,Serbia and Montenegro,Group C,3,1894.0,1800
2006,Netherlands,Group C,3,1829.3333333333333,1994
2006,Mexico,Group D,3,1773.3333333333333,1838
2006,Iran,Group D,3,1772.3333333333333,1841
2006,Angola,Group D,3,1864.6666666666667,1564
2006,Portugal,Group D,3,1747.6666666666667,1915
2006,United States,Group E,3,1843.3333333333333,1824
2006,Czech Republic,Group E,3,1794.3333333333333,1971
2006,Italy,Group E,3,1803.6666666666667,1943
2006,Ghana,Group E,3,1912.6666666666667,1616
2006,Australia,Group F,3,1887.0,1798
2006,Japan,Group F,3,1890.0,1789
2006,Brazil,Group F,3,1808.3333333333333,2034
2006,Croatia,Group F,3,1873.6666666666667,1838
2006,South Korea,Group G,3,1753.0,1743
2006,Togo,Group G,3,1838.0,1488
2006,France,Group G,3,1677.0,1971
2006,Switzerland,Group G,3,1734.0,1800
2006,Spain,Group H,3,1682.3333333333333,1965
2006,Ukraine,Group H,3,1740.6666666666667,1790
2006,Tunisia,Group H,3,1769.6666666666667,1703
2006,Saudi Arabia,Group H,3,1819.3333333333333,1554
2010,South Africa,Group A,3,1868.0,1593
2010,Mexico,Group A,3,1766.3333333333333,1898
2010,Uruguay,Group A,3,1784.0,1845
2010,France,Group A,3,1778.6666666666667,1861
2010,South Korea,Group B,3,1789.6666666666667,1765
2010,Greece,Group B,3,1799.6666666666667,1735
2010,Argentina,Group B,3,1737.6666666666667,1921
2010,Nigeria,Group B,3,1807.0,1713
2010,England,Group C,3,1669.6666666666667,2001
2010,United States,Group C,3,1741.6666666666667,1785
2010,Algeria,Group C,3,1823.6666666666667,1539
2010,Slovenia,Group C,3,1775.0,1685
2010,Serbia,Group D,3,1806.3333333333333,1840
2010,Ghana,Group D,3,1857.3333333333333,1687
2010,Germany,Group D,3,1767.3333333333333,1957
2010,Australia,Group D,3,1828.0,1775
2010,Netherlands,Group E,3,1716.6666666666667,2043
2010,Denmark,Group E,3,1805.0,1778
2010,Japan,Group E,3,1838.3333333333333,1678
2010,Cameroon,Group E,3,1833.0,1694
2010,Italy,Group F,3,1653.6666666666667,1936
2010,Paraguay,Group F,3,1711.0,1764
2010,New Zealand,Group F,3,1790.0,1527
2010,Slovakia,Group F,3,1742.3333333333333,1670
2010,Ivory Coast,Group G,3,1840.6666666666667,1739
2010,Portugal,Group G,3,1795.0,1876
2010,Brazil,Group G,3,1717.3333333333333,2109
2010,North Korea,Group G,3,1908.0,1537
2010,Honduras,Group H,3,1919.6666666666667,1714
2010,Chile,Group H,3,1862.3333333333333,1886
2010,Spain,Group H,3,1787.3333333333333,2111
2010,Switzerland,Group H,3,1903.6666666666667,1762
2014,Brazil,Group A,3,1746.0,2138
2014,Croatia,Group A,3,1852.6666666666667,1818
2014,Mexico,Group A,3,1854.0,1814
2014,Cameroon,Group A,3,1923.3333333333333,1606
2014,Spain,Group B,3,1870.6666666666667,2107
2014,Netherlands,Group B,3,1911.3333333333333,1985
2014,Chile,Group B,3,1933.3333333333333,1919
2014,Australia,Group B,3,2003.6666666666667,1708
2014,Colombia,Group C,3,1793.3333333333333,1922
2014,Greece,Group C,3,1826.3333333333333,1823
2014,Ivory Coast,Group C,3,1843.3333333333333,1772
2014,Japan,Group C,3,1839.0,1785
2014,Uruguay,Group D,3,1843.0,1918
2014,Costa Rica,Group D,3,1912.0,1711
2014,England,Group D,3,1838.6666666666667,1931
2014,Italy,Group D,3,1853.3333333333333,1887
2014,Switzerland,Group E,3,1800.0,1855
2014,Ecuador,Group E,3,1806.3333333333333,1836
2014,France,Group E,3,1786.3333333333333,1896
2014,Honduras,Group E,3,1862.3333333333333,1668
2014,Argentina,Group F,3,1742.3333333333333,2018
2014,Bosnia and Herzegovina,Group F,3,1820.0,1785
2014,Iran,Group F,3,1843.3333333333333,1715
2014,Nigeria,Group F,3,1839.3333333333333,1727
2014,Germany,Group G,3,1834.3333333333333,2073
2014,Portugal,Group G,3,1878.0,1942
2014,Ghana,Group G,3,1957.3333333333333,1704
2014,United States,Group G,3,1906.3333333333333,1857
2014,Belgium,Group H,3,1713.3333333333333,1851
2014,Algeria,Group H,3,1788.6666666666667,1625
2014,Russia,Group H,3,1714.3333333333333,1848
2014,South Korea,Group H,3,1774.6666666666667,1667
2018,Russia,Group A,3,1706.6666666666667,1676
2018,Saudi Arabia,Group A,3,1736.0,1588
2018,Egypt,Group A,3,1719.0,1639
2018,Uruguay,Group A,3,1634.3333333333333,1893
2018,Morocco,Group B,3,1933.6666666666667,1731
2018,Iran,Group B,3,1914.0,1790
2018,Portugal,Group B,3,1854.6666666666667,1968
2018,Spain,Group B,3,1829.6666666666667,2043
2018,France,Group C,3,1837.3333333333333,1986
2018,Australia,Group C,3,1918.3333333333333,1743
2018,Peru,Group C,3,1861.0,1915
2018,Denmark,Group C,3,1881.3333333333333,1854
2018,Argentina,Group D,3,1766.0,1984
2018,Iceland,Group D,3,1839.3333333333333,1764
2018,Croatia,Group D,3,1809.6666666666667,1853
2018,Nigeria,Group D,3,1867.0,1681
2018,Costa Rica,Group E,3,1939.0,1742
2018,Serbia,Group E,3,1923.6666666666667,1788
2018,Brazil,Group E,3,1806.0,2141
2018,Switzerland,Group E,3,1890.3333333333333,1888
2018,Germany,Group F,3,1785.0,2076
2018,Mexico,Group F,3,1860.6666666666667,1849
2018,Sweden,Group F,3,1879.3333333333333,1793
2018,South Korea,Group F,3,1906.0,1713
2018,Belgium,Group G,3,1752.0,1935
2018,Panama,Group G,3,1844.6666666666667,1657
2018,Tunisia,Group G,3,1846.3333333333333,1652
2018,England,Group G,3,1748.0,1947
2018,Colombia,Group H,3,1753.3333333333333,1927
2018,Japan,Group H,3,1834.3333333333333,1684
2018,Poland,Group H,3,1785.6666666666667,1830
2018,Senegal,Group H,3,1813.6666666666667,1746
2022,Qatar,Group A,3,1852.0,1680
2022,Ecuador,Group A,3,1801.3333333333333,1832
2022,Senegal,Group A,3,1850.6666666666667,1684
2022,Netherlands,Group A,3,1732.0,2040
2022,England,Group B,3,1794.3333333333333,1919
2022,Iran,Group B,3,1834.6666666666667,1798
2022,United States,Group B,3,1835.3333333333333,1796
2022,Wales,Group B,3,1837.6666666666667,1789
2022,Argentina,Group C,3,1752.3333333333333,2143
2022,Saudi Arabia,Group C,3,1921.3333333333333,1636
2022,Mexico,Group C,3,1864.0,1808
2022,Poland,Group C,3,1862.3333333333333,1813
2022,Denmark,Group D,3,1809.6666666666667,1971
2022,Tunisia,Group D,3,1898.3333333333333,1705
2022,France,Group D,3,1798.6666666666667,2004
2022,Australia,Group D,3,1893.3333333333333,1720
2022,Germany,Group E,3,1860.0,1962
2022,Japan,Group E,3,1918.0,1788
2022,Spain,Group E,3,1831.0,2049
2022,Costa Rica,Group E,3,1933.0,1743
2022,Morocco,Group F,3,1902.3333333333333,1764
2022,Croatia,Group F,3,1848.3333333333333,1926
2022,Belgium,Group F,3,1821.6666666666667,2006
2022,Canada,Group F,3,1898.6666666666667,1775
2022,Switzerland,Group G,3,1891.3333333333333,1901
2022,Cameroon,Group G,3,1989.3333333333333,1607
2022,Brazil,Group G,3,1802.0,2169
2022,Serbia,Group G,3,1892.3333333333333,1898
2022,Uruguay,Group H,3,1785.0,1935
2022,South Korea,Group H,3,1834.6666666666667,1786
2022,Portugal,Group H,3,1761.6666666666667,2005
2022,Ghana,Group H,3,1908.6666666666667,1564
2026,Mexico,A,3,1672.0,1875
2026,South Africa,A,3,1791.0,1518
2026,South Korea,A,3,1711.0,1758
2026,Czech Republic,A,3,1717.0,1740
2026,Canada,B,3,1635.6666666666667,1788
2026,Bosnia and Herzegovina,B,3,1700.0,1595
2026,Qatar,B,3,1758.0,1421
2026,Switzerland,B,3,1601.3333333333333,1891
2026,Brazil,C,3,1719.0,1991
2026,Morocco,C,3,1773.6666666666667,1827
2026,Haiti,C,3,1866.6666666666667,1548
2026,Scotland,C,3,1788.6666666666667,1782
2026,United States,D,3,1840.6666666666667,1726
2026,Paraguay,D,3,1804.6666666666667,1834
2026,Australia,D,3,1823.6666666666667,1777
2026,Turkey,D,3,1779.0,1911
2026,Germany,E,3,1689.0,1932
2026,Curaçao,E,3,1855.0,1434
2026,Ivory Coast,E,3,1768.0,1695
2026,Ecuador,E,3,1687.0,1938
2026,Netherlands,F,3,1748.6666666666667,1948
2026,Japan,F,3,1762.6666666666667,1906
2026,Sweden,F,3,1827.3333333333333,1712
2026,Tunisia,F,3,1855.3333333333333,1628
2026,Belgium,G,3,1676.6666666666667,1894
2026,Egypt,G,3,1742.6666666666667,1696
2026,Iran,G,3,1717.3333333333333,1772
2026,New Zealand,G,3,1787.3333333333333,1562
2026,Spain,H,3,1682.0,2157
2026,Cape Verde,H,3,1875.0,1578
2026,Saudi Arabia,H,3,1875.6666666666667,1576
2026,Uruguay,H,3,1770.3333333333333,1892
2026,France,I,3,1793.6666666666667,2063
2026,Senegal,I,3,1861.3333333333333,1860
2026,Iraq,I,3,1945.6666666666667,1607
2026,Norway,I,3,1843.3333333333333,1914
2026,Argentina,J,3,1760.6666666666667,2115
2026,Algeria,J,3,1875.0,1772
2026,Austria,J,3,1855.6666666666667,1830
2026,Jordan,J,3,1905.6666666666667,1680
2026,Portugal,K,3,1782.6666666666667,1989
2026,DR Congo,K,3,1895.0,1652
2026,Uzbekistan,K,3,1874.3333333333333,1714
2026,Colombia,K,3,1785.0,1982
2026,England,L,3,1717.3333333333333,2024
2026,Croatia,L,3,1754.6666666666667,1912
2026,Ghana,L,3,1888.6666666666667,1510
2026,Panama,L,3,1815.3333333333333,1730
