year,team,slot_assumption,unweighted_path_elo,weighted_path_elo,rounds_used
1990,Belgium,blend,1823.06,1936.65,4
1990,Brazil,winner,1821.13,1899.31,4
1990,Brazil,runner_up,1817.72,1914.32,4
1990,Brazil,blend,1819.79,1905.21,4
1990,Cameroon,winner,1825.03,1916.7,4
1990,Cameroon,runner_up,1840.12,1938.97,4
1990,Cameroon,blend,1837.67,1935.36,4
1990,Colombia,winner,1835.16,1925.75,4
1990,Colombia,runner_up,1832.59,1929.62,4
1990,Colombia,blend,1833.35,1928.47,4
1990,Costa Rica,winner,1825.28,1900.78,4
1990,Costa Rica,runner_up,1821.87,1916.2,4
1990,Costa Rica,blend,1822.1,1915.17,4
1990,Czechoslovakia,winner,1834.7,1917.17,4
1990,Czechoslovakia,runner_up,1826.91,1936.77,4
1990,Czechoslovakia,blend,1828.85,1931.89,4
1990,Egypt,winner,1829.3,1916.17,4
1990,Egypt,runner_up,1822.4,1920.12,4
1990,Egypt,blend,1822.96,1919.8,4
1990,England,winner,1820.57,1915.68,4
1990,England,runner_up,1818.96,1920.38,4
1990,England,blend,1819.64,1918.38,4
1990,Italy,winner,1833.51,1915.29,4
1990,Italy,runner_up,1825.71,1932.35,4
1990,Italy,blend,1832.02,1918.54,4
1990,Netherlands,winner,1818.12,1909.0,4
1990,Netherlands,runner_up,1817.99,1913.21,4
1990,Netherlands,blend,1818.08,1910.47,4
1990,Republic of Ireland,winner,1822.03,1917.96,4
1990,Republic of Ireland,runner_up,1819.53,1921.14,4
1990,Republic of Ireland,blend,1820.43,1920.0,4
1990,Romania,winner,1822.17,1917.15,4
1990,Romania,runner_up,1832.88,1939.0,4
1990,Romania,blend,1827.64,1928.3,4
1990,Scotland,winner,1823.9,1901.1,4
1990,Scotland,runner_up,1820.49,1916.26,4
1990,Scotland,blend,1821.23,1912.97,4
1990,South Korea,winner,1817.96,1930.51,4
1990,South Korea,runner_up,1830.12,1940.98,4
1990,South Korea,blend,1826.25,1937.65,4
1990,Soviet Union,winner,1821.65,1916.39,4
1990,Soviet Union,runner_up,1831.56,1937.67,4
1990,Soviet Union,blend,1825.47,1924.59,4
1990,Spain,winner,1812.97,1929.79,4
1990,Spain,runner_up,1828.16,1940.57,4
1990,Spain,blend,1819.24,1934.24,4
1990,Sweden,winner,1821.57,1901.34,4
1990,Sweden,runner_up,1818.17,1917.02,4
1990,Sweden,blend,1819.81,1909.46,4
1990,United Arab Emirates,winner,1844.69,1923.7,4
1990,United Arab Emirates,runner_up,1836.35,1929.11,4
1990,United Arab Emirates,blend,1836.55,1928.98,4
1990,United States,winner,1837.63,1916.74,4
1990,United States,runner_up,1829.83,1936.59,4
1990,United States,blend,1830.27,1935.48,4
1990,Uruguay,winner,1813.91,1930.36,4
1990,Uruguay,runner_up,1828.53,1941.1,4
1990,Uruguay,blend,1821.05,1935.61,4
1990,West Germany,winner,1829.85,1919.63,4
1990,West Germany,runner_up,1830.49,1925.48,4
1990,West Germany,blend,1830.06,1921.55,4
1990,Yugoslavia,winner,1832.63,1924.02,4
1990,Yugoslavia,runner_up,1831.59,1929.57,4
1990,Yugoslavia,blend,1832.01,1927.32,4
1994,Argentina,winner,1833.43,1905.77,4
1994,Argentina,runner_up,1831.23,1913.63,4
1994,Argentina,blend,1832.8,1908.04,4
1994,Belgium,winner,1836.49,1911.78,4
1994,Belgium,runner_up,1825.7,1907.16,4
1994,Belgium,blend,1829.09,1908.61,4
1994,Bolivia,winner,1817.16,1861.28,4
1994,Bolivia,runner_up,1824.08,1900.03,4
1994,Bolivia,blend,1822.87,1893.27,4
1994,Brazil,winner,1815.69,1889.35,4
1994,Brazil,runner_up,1804.46,1878.82,4
1994,Brazil,blend,1811.28,1885.21,4
1994,Bulgaria,winner,1837.7,1907.99,4
1994,Bulgaria,runner_up,1835.5,1918.63,4
1994,Bulgaria,blend,1836.34,1914.57,4
1994,Cameroon,winner,1820.34,1893.99,4
1994,Cameroon,runner_up,1809.11,1882.35,4
1994,Cameroon,blend,1811.42,1884.74,4
1994,Colombia,winner,1807.75,1874.11,4
1994,Colombia,runner_up,1820.94,1899.98,4
1994,Colombia,blend,1812.68,1883.78,4
1994,Germany,winner,1812.06,1850.71,4
1994,Germany,runner_up,1818.98,1885.63,4
1994,Germany,blend,1814.06,1860.81,4
1994,Greece,winner,1840.2,1907.59,4
1994,Greece,runner_up,1838.0,1918.09,4
1994,Greece,blend,1838.63,1915.1,4
1994,Italy,winner,1801.24,1879.17,4
1994,Italy,runner_up,1807.05,1910.14,4
1994,Italy,blend,1803.23,1889.79,4
1994,Mexico,winner,1805.15,1885.32,4
1994,Mexico,runner_up,1808.77,1915.5,4
1994,Mexico,blend,1807.32,1903.43,4
1994,Morocco,winner,1841.2,1909.51,4
1994,Morocco,runner_up,1830.41,1905.32,4
1994,Morocco,blend,1832.06,1905.96,4
1994,Netherlands,winner,1831.51,1899.48,4
1994,Netherlands,runner_up,1820.72,1895.04,4
1994,Netherlands,blend,1829.04,1898.47,4
1994,Nigeria,winner,1838.8,1907.79,4
1994,Nigeria,runner_up,1836.6,1918.33,4
1994,Nigeria,blend,1837.34,1914.77,4
1994,Norway,winner,1805.26,1885.38,4
1994,Norway,runner_up,1808.83,1915.51,4
1994,Norway,blend,1807.42,1903.61,4
1994,Republic of Ireland,winner,1804.88,1885.14,4
1994,Republic of Ireland,runner_up,1808.65,1915.48,4
1994,Republic of Ireland,blend,1807.1,1902.99,4
1994,Romania,winner,1810.94,1876.98,4
1994,Romania,runner_up,1822.35,1902.88,4
1994,Romania,blend,1817.6,1892.11,4
1994,Russia,winner,1817.3,1895.01,4
1994,Russia,runner_up,1806.08,1883.06,4
1994,Russia,blend,1810.78,1888.06,4
1994,Saudi Arabia,winner,1842.04,1909.41,4
1994,Saudi Arabia,runner_up,1831.25,1905.32,4
1994,Saudi Arabia,blend,1832.63,1905.84,4
1994,South Korea,winner,1817.78,1861.21,4
1994,South Korea,runner_up,1824.7,1900.13,4
1994,South Korea,blend,1823.79,1895.06,4
1994,Spain,winner,1813.99,1863.19,4
1994,Spain,runner_up,1820.91,1902.57,4
1994,Spain,blend,1818.26,1887.5,4
1994,Sweden,winner,1816.64,1894.05,4
1994,Sweden,runner_up,1805.41,1882.91,4
1994,Sweden,blend,1810.77,1888.23,4
1994,Switzerland,winner,1809.84,1876.46,4
1994,Switzerland,runner_up,1821.86,1902.76,4
1994,Switzerland,blend,1816.23,1890.44,4
1994,United States,winner,1817.56,1876.97,4
1994,United States,runner_up,1825.27,1902.52,4
1994,United States,blend,1823.17,1895.56,4
1998,Argentina,winner,1824.2,1955.19,4
1998,Argentina,runner_up,1824.2,1970.3,4
1998,Argentina,blend,1824.2,1961.48,4
1998,Austria,winner,1832.6,1954.49,4
1998,Austria,runner_up,1832.6,1982.16,4
1998,Austria,blend,1832.6,1975.84,4
1998,Belgium,winner,1822.83,1958.51,4
1998,Belgium,runner_up,1822.83,1974.45,4
1998,Belgium,blend,1822.83,1968.24,4
1998,Brazil,winner,1802.56,1917.84,4
1998,Brazil,runner_up,1802.56,1950.63,4
1998,Brazil,blend,1802.56,1924.65,4
1998,Bulgaria,winner,1814.52,1946.49,4
1998,Bulgaria,runner_up,1814.52,1971.22,4
1998,Bulgaria,blend,1814.52,1965.16,4
1998,Cameroon,winner,1833.59,1954.56,4
1998,Cameroon,runner_up,1833.59,1982.16,4
1998,Cameroon,blend,1833.59,1979.02,4
1998,Chile,winner,1832.0,1954.56,4
1998,Chile,runner_up,1832.0,1982.24,4
1998,Chile,blend,1832.0,1973.88,4
1998,Colombia,winner,1818.44,1947.2,4
1998,Colombia,runner_up,1818.44,1954.51,4
1998,Colombia,blend,1818.44,1952.29,4
1998,Croatia,winner,1824.35,1955.21,4
1998,Croatia,runner_up,1824.35,1970.35,4
1998,Croatia,blend,1824.35,1962.26,4
1998,Denmark,winner,1821.58,1929.03,4
1998,Denmark,runner_up,1821.58,1978.75,4
1998,Denmark,blend,1821.58,1968.05,4
1998,England,winner,1816.86,1946.26,4
1998,England,runner_up,1816.86,1953.36,4
1998,England,blend,1816.86,1948.58,4
1998,France,winner,1820.62,1928.29,4
1998,France,runner_up,1820.62,1973.03,4
1998,France,blend,1820.62,1935.9,4
1998,Germany,winner,1818.12,1931.56,4
1998,Germany,runner_up,1818.12,1940.93,4
1998,Germany,blend,1818.12,1934.63,4
1998,Iran,winner,1821.51,1935.04,4
1998,Iran,runner_up,1821.51,1946.25,4
1998,Iran,blend,1821.51,1945.6,4
1998,Italy,winner,1830.52,1955.48,4
1998,Italy,runner_up,1830.52,1981.26,4
1998,Italy,blend,1830.52,1961.28,4
1998,Jamaica,winner,1826.2,1955.1,4
1998,Jamaica,runner_up,1826.2,1970.29,4
1998,Jamaica,blend,1826.2,1966.79,4
1998,Japan,winner,1825.4,1955.08,4
1998,Japan,runner_up,1825.4,1970.29,4
1998,Japan,blend,1825.4,1965.05,4
1998,Mexico,winner,1822.63,1958.57,4
1998,Mexico,runner_up,1822.63,1974.5,4
1998,Mexico,blend,1822.63,1967.79,4
1998,Morocco,winner,1805.5,1924.4,4
1998,Morocco,runner_up,1805.5,1963.05,4
1998,Morocco,blend,1805.5,1958.39,4
1998,Netherlands,winner,1821.73,1958.5,4
1998,Netherlands,runner_up,1821.73,1973.88,4
1998,Netherlands,blend,1821.73,1963.57,4
1998,Nigeria,winner,1815.34,1946.28,4
1998,Nigeria,runner_up,1815.34,1971.07,4
1998,Nigeria,blend,1815.34,1967.57,4
1998,Norway,winner,1804.08,1925.45,4
1998,Norway,runner_up,1804.08,1963.93,4
1998,Norway,blend,1804.08,1952.85,4
1998,Paraguay,winner,1815.03,1946.29,4
1998,Paraguay,runner_up,1815.03,1971.07,4
1998,Paraguay,blend,1815.03,1966.53,4
1998,Romania,winner,1817.62,1947.41,4
1998,Romania,runner_up,1817.62,1954.78,4
1998,Romania,blend,1817.62,1951.65,4
1998,Saudi Arabia,winner,1823.49,1928.77,4
1998,Saudi Arabia,runner_up,1823.49,1978.48,4
1998,Saudi Arabia,blend,1823.49,1975.35,4
1998,Scotland,winner,1805.09,1924.5,4
1998,Scotland,runner_up,1805.09,1963.03,4
1998,Scotland,blend,1805.09,1956.72,4
1998,South Africa,winner,1823.57,1928.77,4
1998,South Africa,runner_up,1823.57,1978.48,4
1998,South Africa,blend,1823.57,1975.56,4
1998,South Korea,winner,1823.41,1958.42,4
1998,South Korea,runner_up,1823.41,1974.38,4
1998,South Korea,blend,1823.41,1969.51,4
1998,Spain,winner,1812.63,1943.85,4
1998,Spain,runner_up,1812.63,1966.45,4
1998,Spain,blend,1812.63,1947.85,4
1998,Tunisia,winner,1819.62,1947.14,4
1998,Tunisia,runner_up,1819.62,1954.52,4
1998,Tunisia,blend,1819.62,1953.54,4
1998,United States,winner,1820.53,1935.64,4
1998,United States,runner_up,1820.53,1946.31,4
1998,United States,blend,1820.53,1944.46,4
1998,Yugoslavia,winner,1818.84,1936.73,4
1998,Yugoslavia,runner_up,1818.84,1947.77,4
1998,Yugoslavia,blend,1818.84,1943.29,4
2002,Argentina,winner,1816.41,1896.81,4
2002,Argentina,runner_up,1816.41,1917.11,4
2002,Argentina,blend,1816.41,1903.58,4
2002,Belgium,winner,1822.15,1906.65,4
2002,Belgium,runner_up,1822.15,1916.88,4
2002,Belgium,blend,1822.15,1912.69,4
2002,Brazil,winner,1823.27,1918.89,4
2002,Brazil,runner_up,1823.27,1922.25,4
2002,Brazil,blend,1823.27,1920.06,4
2002,Cameroon,winner,1812.22,1895.33,4
2002,Cameroon,runner_up,1812.22,1923.23,4
2002,Cameroon,blend,1812.22,1911.05,4
2002,China,winner,1826.07,1920.0,4
2002,China,runner_up,1826.07,1922.95,4
2002,China,blend,1826.07,1921.9,4
2002,Costa Rica,winner,1825.14,1920.08,4
2002,Costa Rica,runner_up,1825.14,1923.02,4
2002,Costa Rica,blend,1825.14,1921.78,4
2002,Croatia,winner,1810.03,1891.45,4
2002,Croatia,runner_up,1810.03,1920.76,4
2002,Croatia,blend,1810.03,1909.24,4
2002,Denmark,winner,1826.08,1912.6,4
2002,Denmark,runner_up,1826.08,1928.24,4
2002,Denmark,blend,1826.08,1924.51,4
2002,Ecuador,winner,1812.59,1890.47,4
2002,Ecuador,runner_up,1812.59,1919.17,4
2002,Ecuador,blend,1812.59,1912.95,4
2002,England,winner,1818.01,1900.91,4
2002,England,runner_up,1818.01,1929.98,4
2002,England,blend,1818.01,1917.29,4
2002,France,winner,1822.19,1890.94,4
2002,France,runner_up,1822.19,1896.86,4
2002,France,blend,1822.19,1892.0,4
2002,Germany,winner,1811.13,1894.87,4
2002,Germany,runner_up,1811.13,1922.32,4
2002,Germany,blend,1811.13,1907.34,4
2002,Italy,winner,1807.89,1883.05,4
2002,Italy,runner_up,1807.89,1903.83,4
2002,Italy,blend,1807.89,1889.24,4
2002,Japan,winner,1821.96,1908.64,4
2002,Japan,runner_up,1821.96,1917.87,4
2002,Japan,blend,1821.96,1911.66,4
2002,Mexico,winner,1810.84,1891.25,4
2002,Mexico,runner_up,1810.84,1919.98,4
2002,Mexico,blend,1810.84,1910.34,4
2002,Nigeria,winner,1820.68,1900.26,4
2002,Nigeria,runner_up,1820.68,1928.53,4
2002,Nigeria,blend,1820.68,1921.58,4
2002,Paraguay,winner,1823.68,1910.6,4
2002,Paraguay,runner_up,1823.68,1917.05,4
2002,Paraguay,blend,1823.68,1915.37,4
2002,Poland,winner,1824.52,1916.88,4
2002,Poland,runner_up,1824.52,1920.92,4
2002,Poland,blend,1824.52,1919.84,4
2002,Portugal,winner,1820.49,1910.61,4
2002,Portugal,runner_up,1820.49,1911.1,4
2002,Portugal,blend,1820.49,1910.75,4
2002,Republic of Ireland,winner,1811.07,1894.79,4
2002,Republic of Ireland,runner_up,1811.07,1922.12,4
2002,Republic of Ireland,blend,1811.07,1906.97,4
2002,Russia,winner,1822.75,1906.89,4
2002,Russia,runner_up,1822.75,1917.15,4
2002,Russia,blend,1822.75,1913.4,4
2002,Saudi Arabia,winner,1814.0,1895.12,4
2002,Saudi Arabia,runner_up,1814.0,1922.9,4
2002,Saudi Arabia,blend,1814.0,1914.35,4
2002,Senegal,winner,1828.78,1910.47,4
2002,Senegal,runner_up,1828.78,1927.34,4
2002,Senegal,blend,1828.78,1925.6,4
2002,Slovenia,winner,1823.45,1910.74,4
2002,Slovenia,runner_up,1823.45,1917.17,4
2002,Slovenia,blend,1823.45,1915.4,4
2002,South Africa,winner,1825.2,1910.18,4
2002,South Africa,runner_up,1825.2,1916.82,4
2002,South Africa,blend,1825.2,1915.75,4
2002,South Korea,winner,1824.52,1918.58,4
2002,South Korea,runner_up,1824.52,1922.31,4
2002,South Korea,blend,1824.52,1920.89,4
2002,Spain,winner,1819.82,1903.01,4
2002,Spain,runner_up,1819.82,1906.47,4
2002,Spain,blend,1819.82,1903.74,4
2002,Sweden,winner,1818.98,1900.8,4
2002,Sweden,runner_up,1818.98,1929.43,4
2002,Sweden,blend,1818.98,1919.05,4
2002,Tunisia,winner,1825.8,1907.03,4
2002,Tunisia,runner_up,1825.8,1917.1,4
2002,Tunisia,blend,1825.8,1915.58,4
2002,Turkey,winner,1825.11,1920.08,4
2002,Turkey,runner_up,1825.11,1923.02,4
2002,Turkey,blend,1825.11,1921.77,4
2002,United States,winner,1823.29,1917.25,4
2002,United States,runner_up,1823.29,1921.29,4
2002,United States,blend,1823.29,1919.87,4
2002,Uruguay,winner,1826.89,1911.59,4
2002,Uruguay,runner_up,1826.89,1927.53,4
2002,Uruguay,blend,1826.89,1924.46,4
2006,Angola,winner,1818.88,1917.62,4
2006,Angola,runner_up,1818.88,1924.54,4
2006,Angola,blend,1818.88,1923.75,4
2006,Argentina,winner,1795.74,1904.78,4
2006,Argentina,runner_up,1795.74,1914.2,4
2006,Argentina,blend,1795.74,1909.79,4
2006,Australia,winner,1801.54,1915.76,4
2006,Australia,runner_up,1801.54,1924.79,4
2006,Australia,blend,1801.54,1922.38,4
2006,Brazil,winner,1799.64,1910.4,4
2006,Brazil,runner_up,1799.64,1916.67,4
2006,Brazil,blend,1799.64,1911.87,4
2006,Costa Rica,winner,1808.59,1913.3,4
2006,Costa Rica,runner_up,1808.59,1925.72,4
2006,Costa Rica,blend,1808.59,1922.95,4
2006,Croatia,winner,1801.22,1916.05,4
2006,Croatia,runner_up,1801.22,1925.06,4
2006,Croatia,blend,1801.22,1922.27,4
2006,Czech Republic,winner,1806.71,1902.48,4
2006,Czech Republic,runner_up,1806.71,1924.67,4
2006,Czech Republic,blend,1806.71,1911.68,4
2006,Ecuador,winner,1808.78,1913.3,4
2006,Ecuador,runner_up,1808.78,1925.72,4
2006,Ecuador,blend,1808.78,1923.29,4
2006,England,winner,1804.34,1894.17,4
2006,England,runner_up,1804.34,1912.58,4
2006,England,blend,1804.34,1899.87,4
2006,France,winner,1803.74,1891.93,4
2006,France,runner_up,1803.74,1925.08,4
2006,France,blend,1803.74,1900.12,4
2006,Germany,winner,1807.21,1914.12,4
2006,Germany,runner_up,1807.21,1926.08,4
2006,Germany,blend,1807.21,1916.91,4
2006,Ghana,winner,1809.57,1903.09,4
2006,Ghana,runner_up,1809.57,1926.06,4
2006,Ghana,blend,1809.57,1923.99,4
2006,Iran,winner,1816.65,1917.73,4
2006,Iran,runner_up,1816.65,1924.61,4
2006,Iran,blend,1816.65,1921.56,4
2006,Italy,winner,1806.93,1903.26,4
2006,Italy,runner_up,1806.93,1926.19,4
2006,Italy,blend,1806.93,1914.49,4
2006,Ivory Coast,winner,1797.0,1904.51,4
2006,Ivory Coast,runner_up,1797.0,1913.48,4
2006,Ivory Coast,blend,1797.0,1911.02,4
2006,Japan,winner,1801.61,1915.71,4
2006,Japan,runner_up,1801.61,1924.76,4
2006,Japan,blend,1801.61,1922.43,4
2006,Mexico,winner,1816.67,1917.73,4
2006,Mexico,runner_up,1816.67,1924.61,4
2006,Mexico,blend,1816.67,1921.59,4
2006,Netherlands,winner,1795.16,1902.05,4
2006,Netherlands,runner_up,1795.16,1910.06,4
2006,Netherlands,blend,1795.16,1904.84,4
2006,Paraguay,winner,1805.9,1896.47,4
2006,Paraguay,runner_up,1805.9,1915.99,4
2006,Paraguay,blend,1805.9,1910.09,4
2006,Poland,winner,1807.8,1913.29,4
2006,Poland,runner_up,1807.8,1925.71,4
2006,Poland,blend,1807.8,1921.66,4
2006,Portugal,winner,1816.05,1917.31,4
2006,Portugal,runner_up,1816.05,1923.97,4
2006,Portugal,blend,1816.05,1919.95,4
2006,Saudi Arabia,winner,1806.48,1905.76,4
2006,Saudi Arabia,runner_up,1806.48,1924.16,4
2006,Saudi Arabia,blend,1806.48,1922.44,4
2006,Serbia and Montenegro,winner,1796.73,1904.63,4
2006,Serbia and Montenegro,runner_up,1796.73,1913.58,4
2006,Serbia and Montenegro,blend,1796.73,1910.78,4
2006,South Korea,winner,1805.58,1893.34,4
2006,South Korea,runner_up,1805.58,1929.04,4
2006,South Korea,blend,1805.58,1919.98,4
2006,Spain,winner,1803.16,1904.34,4
2006,Spain,runner_up,1803.16,1921.7,4
2006,Spain,blend,1803.16,1908.35,4
2006,Sweden,winner,1805.25,1896.75,4
2006,Sweden,runner_up,1805.25,1916.43,4
2006,Sweden,blend,1805.25,1908.7,4
2006,Switzerland,winner,1805.12,1893.57,4
2006,Switzerland,runner_up,1805.12,1929.3,4
2006,Switzerland,blend,1805.12,1918.25,4
2006,Togo,winner,1807.63,1893.09,4
2006,Togo,runner_up,1807.63,1929.04,4
2006,Togo,blend,1807.63,1927.19,4
2006,Trinidad and Tobago,winner,1807.61,1896.12,4
2006,Trinidad and Tobago,runner_up,1807.61,1915.96,4
2006,Trinidad and Tobago,blend,1807.61,1914.2,4
2006,Tunisia,winner,1805.27,1905.86,4
2006,Tunisia,runner_up,1805.27,1924.15,4
2006,Tunisia,blend,1805.27,1920.12,4
2006,Ukraine,winner,1804.57,1906.19,4
2006,Ukraine,runner_up,1804.57,1924.37,4
2006,Ukraine,blend,1804.57,1918.81,4
2006,United States,winner,1807.89,1903.35,4
2006,United States,runner_up,1807.89,1926.21,4
2006,United States,blend,1807.89,1918.43,4
2010,Algeria,winner,1802.59,1931.13,4
2010,Algeria,runner_up,1802.59,1948.66,4
2010,Algeria,blend,1802.59,1947.49,4
2010,Argentina,winner,1793.7,1938.05,4
2010,Argentina,runner_up,1793.7,1957.25,4
2010,Argentina,blend,1793.7,1943.47,4
2010,Australia,winner,1785.13,1919.44,4
2010,Australia,runner_up,1785.13,1958.6,4
2010,Australia,blend,1785.13,1945.67,4
2010,Brazil,winner,1800.34,1935.95,4
2010,Brazil,runner_up,1800.34,1947.79,4
2010,Brazil,blend,1800.34,1937.89,4
2010,Cameroon,winner,1787.81,1931.11,4
2010,Cameroon,runner_up,1787.81,1957.54,4
2010,Cameroon,blend,1787.81,1954.28,4
2010,Chile,winner,1788.89,1917.52,4
2010,Chile,runner_up,1788.89,1989.45,4
2010,Chile,blend,1788.89,1972.53,4
2010,Denmark,winner,1787.13,1931.33,4
2010,Denmark,runner_up,1787.13,1957.64,4
2010,Denmark,blend,1787.13,1952.44,4
2010,England,winner,1798.87,1928.34,4
2010,England,runner_up,1798.87,1945.11,4
2010,England,blend,1798.87,1931.41,4
2010,France,winner,1790.24,1938.99,4
2010,France,runner_up,1790.24,1941.73,4
2010,France,blend,1790.24,1940.37,4
2010,Germany,winner,1783.66,1919.11,4
2010,Germany,runner_up,1783.66,1956.54,4
2010,Germany,blend,1783.66,1930.54,4
2010,Ghana,winner,1785.84,1919.39,4
2010,Ghana,runner_up,1785.84,1958.51,4
2010,Ghana,blend,1785.84,1949.49,4
2010,Greece,winner,1795.2,1938.17,4
2010,Greece,runner_up,1795.2,1958.07,4
2010,Greece,blend,1795.2,1951.46,4
2010,Honduras,winner,1790.27,1916.65,4
2010,Honduras,runner_up,1790.27,1988.5,4
2010,Honduras,blend,1790.27,1981.43,4
2010,Italy,winner,1804.36,1930.99,4
2010,Italy,runner_up,1804.36,1986.88,4
2010,Italy,blend,1804.36,1943.98,4
2010,Ivory Coast,winner,1803.32,1943.52,4
2010,Ivory Coast,runner_up,1803.32,1962.41,4
2010,Ivory Coast,blend,1803.32,1960.43,4
2010,Japan,winner,1787.94,1931.07,4
2010,Japan,runner_up,1787.94,1957.54,4
2010,Japan,blend,1787.94,1954.49,4
2010,Mexico,winner,1789.95,1938.77,4
2010,Mexico,runner_up,1789.95,1941.63,4
2010,Mexico,blend,1789.95,1939.99,4
2010,Netherlands,winner,1785.0,1927.26,4
2010,Netherlands,runner_up,1785.0,1953.18,4
2010,Netherlands,blend,1785.0,1930.95,4
2010,New Zealand,winner,1807.66,1930.13,4
2010,New Zealand,runner_up,1807.66,1986.53,4
2010,New Zealand,blend,1807.66,1981.19,4
2010,Nigeria,winner,1795.38,1938.17,4
2010,Nigeria,runner_up,1795.38,1958.06,4
2010,Nigeria,blend,1795.38,1951.94,4
2010,North Korea,winner,1804.95,1941.76,4
2010,North Korea,runner_up,1804.95,1962.38,4
2010,North Korea,blend,1804.95,1961.98,4
2010,Paraguay,winner,1805.75,1930.04,4
2010,Paraguay,runner_up,1805.75,1986.54,4
2010,Paraguay,blend,1805.75,1969.08,4
2010,Portugal,winner,1802.22,1944.78,4
2010,Portugal,runner_up,1802.22,1962.96,4
2010,Portugal,blend,1802.22,1959.19,4
2010,Serbia,winner,1784.6,1919.57,4
2010,Serbia,runner_up,1784.6,1958.83,4
2010,Serbia,blend,1784.6,1942.82,4
2010,Slovakia,winner,1806.5,1930.04,4
2010,Slovakia,runner_up,1806.5,1986.52,4
2010,Slovakia,blend,1806.5,1974.3,4
2010,Slovenia,winner,1801.41,1931.37,4
2010,Slovenia,runner_up,1801.41,1948.66,4
2010,Slovenia,blend,1801.41,1946.02,4
2010,South Africa,winner,1792.41,1938.97,4
2010,South Africa,runner_up,1792.41,1941.7,4
2010,South Africa,blend,1792.41,1940.93,4
